sctid,fsn/term,pt/term,conceptId,batch
,Entire transplanted esophagus (body structure),Entire transplanted esophagus,1344839009,transplant structure
,Structure of transplanted urinary bladder (body structure),Structure of transplanted urinary bladder,1344856001,transplant structure
,Entire transplanted urinary bladder (body structure),Entire transplanted urinary bladder,1344859008,transplant structure
,Structure of solid organ transplant (body structure),Solid organ transplant,1354621005,transplant structure
,Structure of transplanted meniscus (body structure),Structure of transplanted meniscus,1356896006,transplant structure
,Entire transplanted meniscus (body structure),Entire transplanted meniscus,1357751000,transplant structure
,Structure of transplanted liver part (body structure),Structure of transplanted liver part,1366054005,transplant structure
,Transplanted skin structure (body structure),Skin graft,13853000,transplant structure
,Entire transplanted parathyroid gland (body structure),Entire transplanted parathyroid gland,177426006,transplant structure
,Entire transplanted heart (body structure),Entire transplanted heart,195591003,transplant structure
,Structure of transplant (body structure),Graft,24486003,transplant structure
,Skin structure xenograft (body structure),Skin structure xenograft,256446005,transplant structure
,Entire transplanted intestine (body structure),Entire transplanted intestine,266376000,transplant structure
,Entire transplanted liver (body structure),Entire transplanted liver,272508003,transplant structure
,Entire transplanted kidney (body structure),Entire transplant kidney,281112005,transplant structure
,Structure of heart internal mammary artery implant (body structure),Heart internal mammary artery implant,287283006,transplant structure
,Entire transplanted embryo (body structure),Entire transplanted embryo,296179005,transplant structure
,Entire transplanted ureter (body structure),Entire transplanted ureter,303408002,transplant structure
,All transplanted bone marrow (body structure),All transplanted bone marrow,328436002,transplant structure
,Entire transplanted bone (body structure),Entire transplanted bone,333305002,transplant structure
,Entire transplanted artery (body structure),Entire transplanted artery,337217004,transplant structure
,Entire transplanted vein (body structure),Entire transplanted vein,341281003,transplant structure
,Entire transplanted blood vessel (body structure),Entire transplanted blood vessel,342197004,transplant structure
,Entire transplanted cornea (body structure),Entire transplanted cornea,368824002,transplant structure
,Structure of transplanted liver (body structure),Structure of transplanted liver,3860006,transplant structure
,Structure of transplanted parathyroid gland (body structure),Structure of transplanted parathyroid gland,41422007,transplant structure
,Structure of transplanted vein (body structure),Structure of transplanted vein,49622001,transplant structure
,Structure of transplanted embryo (body structure),Structure of transplanted embryo,53017002,transplant structure
,Structure of transplanted artery (body structure),Structure of transplanted artery,68273001,transplant structure
,Structure of transplanted kidney (body structure),Structure of transplanted kidney,70948008,transplant structure
,Structure of transplanted pancreas (body structure),Structure of transplanted pancreas,719423002,transplant structure
,Structure of transplanted pancreatic islets (cell structure),Structure of transplanted islets of Langerhans,719820005,transplant structure
,Entire transplanted pancreas (body structure),Entire transplanted pancreas,719821009,transplant structure
,Entire transplanted pancreatic islets (cell structure),Entire transplanted islets of Langerhans,719822002,transplant structure
,Structure of transplanted hepatic vein (body structure),Structure of transplanted hepatic vein,726667009,transplant structure
,Entire transplanted hepatic vein (body structure),Entire transplanted hepatic vein,726668004,transplant structure
,Entire transplanted fetus (body structure),Entire transplanted fetus,726787001,transplant structure
,Entire transplanted skin (body structure),Entire transplanted skin,726863006,transplant structure
,Entire transplant (body structure),Entire transplant,726915007,transplant structure
,Entire transplanted soft tissue (body structure),Entire transplanted soft tissue,727358006,transplant structure
,Entire autoimplant (body structure),Entire autoimplant,727403009,transplant structure
,Entire skin xenograft (body structure),Entire skin xenograft,728494008,transplant structure
,Entire heart internal mammary artery implant (body structure),Entire heart internal mammary artery implant,729581004,transplant structure
,Structure of transplanted cardiac valve (body structure),Structure of transplanted cardiac valve,739065006,transplant structure
,Entire transplanted cardiac valve (body structure),Entire transplanted cardiac valve,739066007,transplant structure
,Structure of transplanted aortic valve (body structure),Structure of transplanted aortic valve,739067003,transplant structure
,Entire transplanted aortic valve (body structure),Entire transplanted aortic valve,739068008,transplant structure
,Structure of transplanted pulmonary valve (body structure),Structure of transplanted pulmonary valve,739069000,transplant structure
,Entire transplanted pulmonary valve (body structure),Entire transplanted pulmonary valve,739073002,transplant structure
,Structure of transplanted mitral valve (body structure),Structure of transplanted mitral valve,739074008,transplant structure
,Entire transplanted mitral valve (body structure),Entire transplanted mitral valve,739075009,transplant structure
,Structure of transplanted bone marrow (body structure),Structure of transplanted bone marrow,77158009,transplant structure
,Structure of transplanted cornea of left eye (body structure),Structure of transplanted cornea of left eye,785828003,transplant structure
,Structure of transplanted cornea of right eye (body structure),Structure of transplanted cornea of right eye,785829006,transplant structure
,Structure of transplanted heart (body structure),Structure of transplanted heart,81510007,transplant structure
,Structure of transplanted blood vessel (body structure),Structure of transplanted blood vessel,85094003,transplant structure
,Structure of transplanted ureter (body structure),Structure of transplanted ureter,8623006,transplant structure
,Structure of transplanted intestine (body structure),Structure of transplanted intestine,90518008,transplant structure
,Structure of orifice of parotid duct (body structure),Orifice of parotid duct,10711008,duct structure
,Structure of cystic duct junction at common bile duct (body structure),Cystic duct junction at common bile duct,110620007,duct structure
,Structure of accessory pancreatic duct (body structure),Accessory pancreatic duct,113288006,duct structure
,Structure of orifice of salivary gland duct (body structure),Orifice of salivary gland duct,11348009,duct structure
,Structure of left lacrimal gland duct (body structure),Left lacrimal gland duct,1163584001,duct structure
,Structure of right lacrimal gland duct (body structure),Right lacrimal gland duct,1163585000,duct structure
,Structure of vein within common bile duct (body structure),Structure of vein within common bile duct,1202030009,duct structure
,Entire vein within common bile duct (body structure),Entire vein within common bile duct,1204055002,duct structure
,Structure of artery within common bile duct (body structure),Structure of artery within common bile duct,1204059008,duct structure
,Entire artery within common bile duct (body structure),Entire artery within common bile duct,1204060003,duct structure
,Structure of wall of common bile duct (body structure),Structure of wall of common bile duct,1204327008,duct structure
,Entire wall of common bile duct (body structure),Entire wall of common bile duct,1204329006,duct structure
,Structure of main pancreatic duct (body structure),Main pancreatic duct,1230031000,duct structure
,Entire main pancreatic duct (body structure),Entire main pancreatic duct,1230032007,duct structure
,Structure of main pancreatic duct proper (body structure),Main pancreatic duct proper,1230033002,duct structure
,Entire main pancreatic duct proper (body structure),Entire main pancreatic duct proper,1230034008,duct structure
,Entire lactiferous duct of left breast (body structure),Entire lactiferous duct of left breast,1231424002,duct structure
,Entire lactiferous duct of right breast (body structure),Entire lactiferous duct of right breast,1231425001,duct structure
,Structure of junction of duodenal mucosa and mucosa of ampulla of Vater (body structure),Junction of duodenal mucosa and mucosa of ampulla of Vater,127880006,duct structure
,Structure of lumen of lacrimal drainage system (body structure),Lumen of lacrimal drainage system,1284808005,duct structure
,Entire lumen of lacrimal drainage system (body structure),Entire lumen of lacrimal drainage system,1284809002,duct structure
,Structure of lumen of nasolacrimal duct (body structure),Lumen of nasolacrimal duct,1284810007,duct structure
,Entire lumen of nasolacrimal duct (body structure),Entire lumen of nasolacrimal duct,1284811006,duct structure
,Structure of lumen of lacrimal canaliculus (body structure),Lumen of lacrimal canaliculus,1284812004,duct structure
,Structure of cavity of lacrimal sac (body structure),Lacrimal sac lumen,1284816001,duct structure
,Entire cavity of lacrimal sac (body structure),Entire cavity of lacrimal sac,1284817005,duct structure
,Entire lumen of lacrimal canaliculus (body structure),Entire lumen of lacrimal canaliculus,1284818000,duct structure
,Structure of lumen of lacrimal gland duct (body structure),Lacrimal gland duct lumen,1284828009,duct structure
,Entire lumen of lacrimal gland duct (body structure),Entire lumen of lacrimal gland duct,1284831005,duct structure
,Structure of right submandibular duct (body structure),Right submandibular duct,1304242005,duct structure
,Structure of left submandibular duct (body structure),Left submandibular duct,1304243000,duct structure
,Structure of main bile duct (body structure),Structure of main bile duct,1340082000,duct structure
,Entire main bile duct (body structure),Entire main bile duct,1340083005,duct structure
,Structure of intrahepatic segment of left hepatic duct (body structure),Structure of intrahepatic segment of left hepatic duct,1340088001,duct structure
,Structure of intrahepatic segment of right hepatic duct (body structure),Structure of intrahepatic segment of right hepatic duct,1340089009,duct structure
,Structure of extrahepatic segment of left hepatic duct (body structure),Structure of extrahepatic segment of left hepatic duct,1340090000,duct structure
,Entire intrahepatic segment of left hepatic duct (body structure),Entire intrahepatic segment of left hepatic duct,1340091001,duct structure
,Entire intrahepatic segment of right hepatic duct (body structure),Entire intrahepatic segment of right hepatic duct,1340092008,duct structure
,Entire extrahepatic segment of left hepatic duct (body structure),Entire extrahepatic segment of left hepatic duct,1340093003,duct structure
,Structure of extrahepatic segment of right hepatic duct (body structure),Structure of extrahepatic segment of right hepatic duct,1340094009,duct structure
,Entire extrahepatic segment of right hepatic duct (body structure),Entire extrahepatic segment of right hepatic duct,1340095005,duct structure
,Structure of Hjortsjo crook segment of posterior branch of right hepatic duct (body structure),Structure of Hjortsjo crook segment of posterior branch of right hepatic duct,1340099004,duct structure
,Entire Hjortsjo crook segment of posterior branch of right hepatic duct (body structure),Entire Hjortsjo crook segment of posterior branch of right hepatic duct,1340100007,duct structure
,Structure of biliary duct of perihilar region (body structure),Structure of biliary duct of perihilar region,1340101006,duct structure
,Entire biliary tract of perihilar region (body structure),Entire biliary tract of perihilar region,1340102004,duct structure
,Structure of intrahepatic bile duct (body structure),Structure of intrahepatic bile duct,1340143004,duct structure
,Structure of intralobular bile duct (body structure),Cholangioles,15120006,duct structure
,Nasolacrimal duct structure (body structure),Nasolacrimal duct,15753006,duct structure
,Extrahepatic duct structure (body structure),Extrahepatic bile duct,16014003,duct structure
,Thoracic duct structure (body structure),Left lymphatic duct,1732005,duct structure
,Entire pharyngotympanic tube (body structure),Entire eustachian canal,181186004,duct structure
,Entire submandibular duct (body structure),Entire SMD - Submandibular duct,181237009,duct structure
,Entire salivary duct (body structure),Entire salivary duct,181238004,duct structure
,Entire sphincter of Oddi (body structure),Entire sphincter of Oddi,181271000,duct structure
,Entire pancreatic duct (body structure),Entire pancreatic duct,181278006,duct structure
,Structure of lymphatic duct (body structure),Lymphatic duct,181767004,duct structure
,Structure of interlobular duct of pancreas (body structure),Interlobular duct of pancreas,18270001,duct structure
,Structure of mucous gland of pancreatic duct (body structure),Mucous gland of pancreatic duct,22015001,duct structure
,Structure of mucous gland of bile duct (body structure),Mucous gland of bile duct,22273005,duct structure
,Structure of Canal of Hering (body structure),Canal of Hering,227002,duct structure
,Structure of right thoracic lymph duct (body structure),Right thoracic lymph duct,245374003,duct structure
,Entire duct of Wirsung (body structure),Entire duct of Wirsung,245385001,duct structure
,Entire accessory pancreatic duct (body structure),Entire accessory pancreatic duct,245386000,duct structure
,Structure of dorsal pancreatic duct (body structure),Dorsal pancreatic duct,245387009,duct structure
,Structure of ventral pancreatic duct (body structure),Structure of ventral pancreatic duct,245388004,duct structure
,Structure of proximal third of main bile duct (body structure),Proximal third of main bile duct,245395008,duct structure
,Structure of middle third of main bile duct (body structure),Middle third of main bile duct,245396009,duct structure
,Structure of distal third of main bile duct (body structure),Distal third of main bile duct,245397000,duct structure
,Entire cystic duct (body structure),Entire cystic duct,245398005,duct structure
,Entire hepatic duct (body structure),Entire hepatic duct,245399002,duct structure
,Entire left hepatic duct (body structure),Entire left hepatic duct,245400009,duct structure
,Entire right hepatic duct (body structure),Entire right hepatic duct,245401008,duct structure
,Entire common hepatic duct (body structure),Entire common hepatic duct,245403006,duct structure
,Entire interlobar duct of pancreas (body structure),Entire interlobar duct of pancreas,247273006,duct structure
,Entire interlobular duct of pancreas (body structure),Entire interlobular duct of pancreas,247357002,duct structure
,Entire intralobular duct of pancreas (body structure),Entire intralobular duct of pancreas,247432008,duct structure
,Entire intercalated duct of pancreas (body structure),Entire intercalated duct of pancreas,247520007,duct structure
,Entire intrapancreatic portion of common bile duct (body structure),Entire intrapancreatic portion of common bile duct,248115002,duct structure
,Entire sphincter choledochus (body structure),Entire sphincter choledochus,248285000,duct structure
,Entire sphincter pancreaticus (body structure),Entire sphincter pancreaticus,248377006,duct structure
,Entire major sublingual duct (body structure),Entire major sublingual duct,25237008,duct structure
,Left nasolacrimal duct structure (body structure),Left nasolacrimal duct,25758003,duct structure
,Entire subvesicular bile duct (body structure),Entire Luschka ducts,262666009,duct structure
,Entire lacrimal punctum (body structure),Entire lacrimal punctum,263344003,duct structure
,Structure of upper lacrimal punctum (body structure),Structure of upper lacrimal punctum,263345002,duct structure
,Structure of lower lacrimal punctum (body structure),Lower lacrimal punctum,263346001,duct structure
,Entire lacrimal canaliculus (body structure),Entire lacrimal canaliculus,263348000,duct structure
,Structure of common lacrimal canaliculus (body structure),Common lacrimal canaliculus,263349008,duct structure
,Structure of upper lacrimal canaliculus (body structure),Structure of upper lacrimal canaliculus,263350008,duct structure
,Structure of lower lacrimal canaliculus (body structure),Lower lacrimal canaliculus,263351007,duct structure
,Structure of medial branch of left hepatic duct (body structure),Medial branch of left hepatic duct,26641008,duct structure
,Entire lateral branch of left hepatic duct (body structure),Entire lateral branch of left hepatic duct,269182005,duct structure
,Entire medial branch of left hepatic duct (body structure),Entire medial branch of left hepatic duct,269263008,duct structure
,Entire hepatic duct of caudate lobe (body structure),Entire hepatic duct of caudate lobe,269345005,duct structure
,Structure of right hepatic duct of caudate lobe (body structure),Right hepatic duct of caudate lobe,269447003,duct structure
,Structure of left hepatic duct of caudate lobe (body structure),Left hepatic duct of caudate lobe,269522003,duct structure
,Entire anterior branch of right hepatic duct (body structure),Entire anterior branch of right hepatic duct,269625005,duct structure
,Entire posterior branch of right hepatic duct (body structure),Entire posterior branch of right hepatic duct,269727007,duct structure
,Entire intralobular bile duct (body structure),Entire intralobular bile duct,269922006,duct structure
,Entire valve of Heister (body structure),Entire valve of Heister,270125000,duct structure
,Entire bile duct (body structure),Entire bile duct,276157007,duct structure
,Entire extrahepatic bile duct (body structure),Entire extrahepatic bile duct,276158002,duct structure
,Entire cisterna chyli (body structure),Entire cisterna chyli,279088007,duct structure
,Lacrimal drainage structure (body structure),Lacrimal drainage structure,280426002,duct structure
,Entire ampulla of lacrimal canaliculus (body structure),Entire ampulla of lacrimal canaliculus,280637007,duct structure
,Structure of valve of lacrimal canaliculus (body structure),Structure of valve of lacrimal canaliculus,280638002,duct structure
,Structure of valve of Foltz (body structure),Structure of valve of Foltz,280640007,duct structure
,Structure of valve of Bochdalek (body structure),Structure of valve of Bochdalek,280642004,duct structure
,Entire nasolacrimal duct (body structure),Entire nasolacrimal duct,280643009,duct structure
,Structure of nasal opening of nasolacrimal duct (body structure),Nasal opening of nasolacrimal duct,280645002,duct structure
,Structure of valve of nasolacrimal duct (body structure),Structure of valve of nasolacrimal duct,280646001,duct structure
,Structure of valve of Rosenmuller (body structure),Structure of valve of Rosenmuller,280647005,duct structure
,Structure of valve of medial palpebral ligament (body structure),Structure of valve of medial palpebral ligament,280649008,duct structure
,Structure of valve of Huscke (body structure),Structure of valve of Huscke,280651007,duct structure
,Structure of valve of Beraud (body structure),Structure of valve of Beraud,280653005,duct structure
,Structure of valve of Taillefer (body structure),Structure of valve of Taillefer,280654004,duct structure
,Structure of valve of Hasner (body structure),Structure of valve of Hasner,280655003,duct structure
,Entire sublingual duct (body structure),Entire sublingual duct,281000009,duct structure
,Bile duct structure (body structure),Bile duct,28273000,duct structure
,Structure of duct of minor salivary gland (body structure),Duct of minor salivary gland,30740000,duct structure
,Structure of region of main bile duct (body structure),Region of main bile duct,307703008,duct structure
,Structure of cystic duct junction (body structure),Cystic duct junction,307704002,duct structure
,Structure of junction of right and left hepatic ducts (body structure),Junction of right and left hepatic ducts,307705001,duct structure
,Entire orifice of salivary gland duct (body structure),Entire orifice of salivary gland duct,311396006,duct structure
,Entire orifice of parotid duct (body structure),Entire orifice of parotid duct,311397002,duct structure
,Structure of submandibular duct orifice (body structure),Structure of submandibular duct orifice,311398007,duct structure
,Lacrimal canaliculus structure (body structure),Canaliculus lacrimalis,32401001,duct structure
,Structure of duct of anterior lingual gland (body structure),Duct of anterior lingual gland,34181005,duct structure
,Duct (organ) structure (body structure),Duct,343011009,duct structure
,Structure of valve of Heister (body structure),Structure of valve of Heister,35067003,duct structure
,Structure of mucous gland of common bile duct (body structure),Mucous gland of common bile duct,35286002,duct structure
,Structure of tributary of left hepatic duct (body structure),Structure of tributary of left hepatic duct,360559005,duct structure
,Structure of tributary of right hepatic duct (body structure),Structure of tributary of right hepatic duct,360560000,duct structure
,Microscopic pancreatic duct structure (body structure),Microscopic pancreatic duct structure,360574007,duct structure
,Entire sweat gland duct (body structure),Entire sweat gland duct,361701008,duct structure
,Entire lactiferous duct (body structure),Entire lactiferous duct,361719004,duct structure
,Entire papilla of salivary gland duct (body structure),Entire papilla of salivary gland duct,362174008,duct structure
,Entire parotid duct (body structure),Entire parotid duct,362175009,duct structure
,Entire duct of minor salivary gland (body structure),Entire duct of minor salivary gland,362178006,duct structure
,Entire duct of anterior lingual gland (body structure),Entire duct of anterior lingual gland,362180000,duct structure
,Entire intrahepatic bile duct (body structure),Entire intrahepatic bile duct,362193005,duct structure
,Entire bile duct mucous membrane (body structure),Entire bile duct mucous membrane,362198001,duct structure
,Entire common bile duct (body structure),Entire CBD - Common bile duct,362199009,duct structure
,Entire ampulla of Vater (body structure),Entire ampulla of Vater,362200007,duct structure
,Entire lacrimal papilla (body structure),Entire lacrimal papilla,362533003,duct structure
,Entire lacrimal sac (body structure),Entire lacrimal sac,362534009,duct structure
,Entire thoracic duct (body structure),Entire thoracic duct,362600004,duct structure
,Structure of duct of Wirsung (body structure),Duct of Wirsung,367606003,duct structure
,Entire right nasolacrimal duct (body structure),Entire right nasolacrimal duct,368565006,duct structure
,Entire right eustachian tube (body structure),Entire right eustachian tube,368568008,duct structure
,Entire left nasolacrimal duct (body structure),Entire left nasolacrimal duct,368587002,duct structure
,Entire left eustachian tube (body structure),Entire left eustachian tube,368590008,duct structure
,Structure of major sublingual duct (body structure),Bartholin's duct,368721000,duct structure
,Structure of minor sublingual ducts (body structure),Ducts of Rivinus,368722007,duct structure
,Entire parotid papilla (body structure),Entire parotid papilla,368745001,duct structure
,Structure of orifice of duct of minor salivary gland (body structure),Orifice of duct of minor salivary gland,368746000,duct structure
,Structure of orifice of duct of anterior lingual gland (body structure),Orifice of duct of anterior lingual gland,368747009,duct structure
,Entire branch of parotid duct (body structure),Entire branch of parotid duct,368748004,duct structure
,Entire rivus lacrimalis (body structure),Entire rivus lacrimalis,368791009,duct structure
,Entire lacus lacrimalis (body structure),Entire lacus lacrimalis,368792002,duct structure
,Entire lacrimal fold (body structure),Entire lacrimal fold,368793007,duct structure
,Entire fornix of lacrimal sac (body structure),Entire fornix of lacrimal sac,368794001,duct structure
,Entire perilymphatic duct (body structure),Entire perilymphatic duct,368950002,duct structure
,"Structure of common bile duct, proximal (body structure)","Structure of common bile duct, proximal",370099000,duct structure
,"Structure of common bile duct, middle (body structure)","Structure of common bile duct, middle",370100008,duct structure
,"Structure of common bile duct, distal (body structure)","Structure of common bile duct, distal",370101007,duct structure
,Structure of subvesicular bile duct (body structure),Luschka's ducts,37074007,duct structure
,Bile duct part (body structure),Bile duct part,372166008,duct structure
,Lacrimal sac part (body structure),Lacrimal sac part,372194000,duct structure
,Lacrimal sac structure (body structure),Lacrimal sac,3954005,duct structure
,Structure of biliary-pancreatic junction (body structure),Biliary-pancreatic junction,413244001,duct structure
,Structure of accessory lacrimal gland duct (body structure),Accessory lacrimal gland duct,416294005,duct structure
,Entire lacrimal gland duct (body structure),Entire lacrimal gland duct,416907003,duct structure
,Structure of lacrimal gland duct (body structure),Lacrimal duct,417266007,duct structure
,Structure of lacrimal gland duct opening (body structure),Lacrimal gland duct opening,417419005,duct structure
,Structure of opening of accessory lacrimal gland duct (body structure),Opening of accessory lacrimal duct,418336001,duct structure
,Entire lacrimal drainage structure (body structure),Entire lacrimal drainage structure,419221005,duct structure
,Structure of right parotid duct (body structure),Structure of right parotid duct,441653003,duct structure
,Structure of left parotid duct (body structure),Structure of left parotid duct,441663006,duct structure
,Structure of lacus lacrimalis (body structure),Lacus lacrimalis,45961002,duct structure
,Structure of ampulla of lacrimal canaliculus (body structure),Ampulla of lacrimal canaliculus,46086003,duct structure
,Structure of parotid papilla (body structure),Parotid papilla,47612000,duct structure
,Structure of rivus lacrimalis (body structure),Rivus lacrimalis,48509006,duct structure
,Parotid duct structure (body structure),Duct of Steno,50292000,duct structure
,Structure of papilla of salivary gland duct (body structure),Papilla of salivary gland duct,51540000,duct structure
,Sphincter of Oddi structure (body structure),Sphincter of ampulla of Vater,51807001,duct structure
,Structure of intercalated duct of pancreas (body structure),Intercalated duct of pancreas,51926005,duct structure
,Right nasolacrimal duct structure (body structure),Right nasolacrimal duct,53170005,duct structure
,Structure of lacrimal punctum (body structure),Lacrimal punctum,54369006,duct structure
,Sphincter choledochus structure (body structure),Sphincter choledochus,56092004,duct structure
,Sphincter pancreaticus structure (body structure),Pancreatic sphincter,56101001,duct structure
,Structure of hepatic duct (body structure),Hepatic duct,56732008,duct structure
,Structure of sublingual duct (body structure),Structure of sublingual duct,57901005,duct structure
,Structure of intralobular duct of pancreas (body structure),Intralobular duct of pancreas,58836008,duct structure
,Structure of hepatic duct of caudate lobe (body structure),Hepatic duct of caudate lobe,60152006,duct structure
,Entire left hepatic duct of caudate lobe (body structure),Entire left hepatic duct of caudate lobe,61042004,duct structure
,Structure of posterior branch of right hepatic duct (body structure),Posterior branch of right hepatic duct,63207002,duct structure
,Structure of left hepatic duct (body structure),Left hepatic duct,64281006,duct structure
,Structure of cisterna chyli (body structure),Cisterna chyli,65686003,duct structure
,Entire right hepatic duct of caudate lobe (body structure),Entire right hepatic duct of caudate lobe,66008007,duct structure
,Structure of ampulla of Vater (body structure),Ampulla of Vater,67109009,duct structure
,Structure of intrapancreatic portion of common bile duct (body structure),Intrapancreatic portion of common bile duct,69170003,duct structure
,Pancreatic duct structure (body structure),Pancreatic duct,69930009,duct structure
,Bile duct mucous membrane structure (body structure),Bile duct mucous membrane,7035006,duct structure
,Structure of anterior branch of right hepatic duct (body structure),Anterior branch of right hepatic duct,71148004,duct structure
,Structure of right lacrimal sac (body structure),Structure of right lacrimal sac,719532002,duct structure
,Structure of left lacrimal sac (body structure),Structure of left lacrimal sac,719533007,duct structure
,Structure of right lacrimal canaliculus (body structure),Structure of right lacrimal canaliculus,719585009,duct structure
,Structure of left lacrimal canaliculus (body structure),Structure of left lacrimal canaliculus,719586005,duct structure
,Structure of lateral branch of left hepatic duct (body structure),Lateral branch of left hepatic duct,72231004,duct structure
,Structure of common hepatic duct (body structure),Structure of common hepatic duct,725502003,duct structure
,Entire mucous gland of pancreatic duct (body structure),Entire mucous gland of pancreatic duct,726901005,duct structure
,Entire mucous gland of bile duct (body structure),Entire mucous gland of bile duct,726904002,duct structure
,Entire mucous gland of common bile duct (body structure),Entire mucous gland of common bile duct,726982001,duct structure
,Entire cystic duct junction at common bile duct (body structure),Entire cystic duct junction at common bile duct,727389005,duct structure
,Entire junction of duodenal mucosa and mucosa of ampulla of Vater (body structure),Entire junction of duodenal mucosa and mucosa of ampulla of Vater,727471005,duct structure
,Entire lymphatic duct (body structure),Entire lymphatic duct,727658001,duct structure
,Entire dorsal pancreatic duct (body structure),Entire dorsal pancreatic duct,728288002,duct structure
,Entire ventral pancreatic duct (body structure),Entire ventral pancreatic duct,728289005,duct structure
,Entire proximal third of main bile duct (body structure),Entire proximal third of main bile duct,728290001,duct structure
,Entire middle third of main bile duct (body structure),Entire middle third of main bile duct,728291002,duct structure
,Entire distal third of main bile duct (body structure),Entire distal third of main bile duct,728292009,duct structure
,Entire upper lacrimal punctum (body structure),Entire upper lacrimal punctum,728533002,duct structure
,Entire lower lacrimal punctum (body structure),Entire lower lacrimal punctum,728534008,duct structure
,Entire common lacrimal canaliculus (body structure),Entire common lacrimal canaliculus,728535009,duct structure
,Entire upper lacrimal canaliculus (body structure),Entire upper lacrimal canaliculus,728536005,duct structure
,Entire lower lacrimal canaliculus (body structure),Entire lower lacrimal canaliculus,728537001,duct structure
,Entire valve of lacrimal canaliculus (body structure),Entire valve of lacrimal canaliculus,729468009,duct structure
,Entire valve of Foltz (body structure),Entire valve of Foltz,729469001,duct structure
,Entire valve of Bochdalek (body structure),Entire valve of Bochdalek,729470000,duct structure
,Entire nasal opening of nasolacrimal duct (body structure),Entire nasal opening of nasolacrimal duct,729471001,duct structure
,Entire valve of nasolacrimal duct (body structure),Entire valve of nasolacrimal duct,729472008,duct structure
,Entire valve of Rosenmuller (body structure),Entire valve of Rosenmuller,729473003,duct structure
,Entire valve of medial palpebral ligament (body structure),Entire valve of medial palpebral ligament,729474009,duct structure
,Entire valve of Huscke (body structure),Entire valve of Huscke,729475005,duct structure
,Entire valve of Beraud (body structure),Entire valve of Beraud,729476006,duct structure
,Entire valve of Taillefer (body structure),Entire valve of Taillefer,729477002,duct structure
,Entire valve of Hasner (body structure),Entire valve of Hasner,729478007,duct structure
,Entire cystic duct junction (body structure),Entire cystic duct junction,729892006,duct structure
,Entire junction of right and left hepatic ducts (body structure),Entire junction of right and left hepatic ducts,729893001,duct structure
,Entire submandibular duct orifice (body structure),Entire submandibular duct orifice,729923005,duct structure
,Entire tributary of left hepatic duct (body structure),Entire tributary of left hepatic duct,730211008,duct structure
,Entire tributary of right hepatic duct (body structure),Entire tributary of right hepatic duct,730212001,duct structure
,Entire biliary-pancreatic junction (body structure),Entire biliary-pancreatic junction,730638007,duct structure
,Entire accessory lacrimal gland duct (body structure),Entire accessory lacrimal gland duct,730657003,duct structure
,Entire lacrimal gland duct opening (body structure),Entire lacrimal gland duct opening,730662002,duct structure
,Entire opening of accessory lacrimal gland duct (body structure),Entire opening of accessory lacrimal gland duct,730664001,duct structure
,Entire canal of Hering (body structure),Entire canal of Hering,730807009,duct structure
,Entire interlobular bile duct (body structure),Entire interlobular bile duct,731093007,duct structure
,"Entire common bile duct, proximal (body structure)","Entire common bile duct, proximal",731253003,duct structure
,"Entire common bile duct, middle (body structure)","Entire common bile duct, middle",731254009,duct structure
,"Entire common bile duct, distal (body structure)","Entire common bile duct, distal",731255005,duct structure
,Entire microscopic pancreatic duct (body structure),Entire microscopic pancreatic duct,732128006,duct structure
,Structure of extrapancreatic portion of common bile duct (body structure),Extrapancreatic portion of common bile duct,769202009,duct structure
,Entire extrapancreatic portion of common bile duct (body structure),Entire extrapancreatic portion of common bile duct,769203004,duct structure
,Structure of lacrimal punctum of left eye (body structure),Structure of lacrimal punctum of left eye,771481003,duct structure
,Structure of lacrimal punctum of right eye (body structure),Structure of lacrimal punctum of right eye,771482005,duct structure
,Cystic duct structure (body structure),Cystic duct,77452001,duct structure
,Structure of right hepatic duct (body structure),Right hepatic duct,78000005,duct structure
,Entire orifice of duct of anterior lingual gland (body structure),Entire orifice of duct of anterior lingual gland,78727000,duct structure
,Common bile duct structure (body structure),Common bile duct,79741001,duct structure
,Structure of interlobar duct of pancreas (body structure),Interlobar duct of pancreas,8158009,duct structure
,Lacrimal papilla structure (body structure),Lacrimal papilla,82139002,duct structure
,Structure of branch of parotid duct (body structure),Branch of parotid duct,82618008,duct structure
,Structure of interlobular bile duct (body structure),Interlobular bile duct,83488001,duct structure
,Structure of submandibular duct (body structure),Structure of submandibular duct,86391007,duct structure
,Structure of lacrimal drainage of left eye (body structure),Structure of lacrimal drainage of left eye,863958003,duct structure
,Structure of lacrimal drainage of right eye (body structure),Structure of lacrimal drainage of right eye,863959006,duct structure
,Salivary duct structure (body structure),Salivary duct,86961006,duct structure
,Entire minor sublingual ducts (body structure),Entire minor sublingual ducts,8710005,duct structure
,Structure of lacrimal fold (body structure),Lacrimal fold,90962005,duct structure
,Entire orifice of duct of minor salivary gland (body structure),Entire orifice of duct of minor salivary gland,91432004,duct structure
,Entire duct (organ) (body structure),Entire duct,91726008,duct structure
,Structure of fornix of lacrimal sac (body structure),Fornix of lacrimal sac,9849005,duct structure
,Liver structure (body structure),Liver,10200004,anatomical structures
,Structure of iliac artery (body structure),Iliac artery,10293006,anatomical structures
,Cardiac septum structure (body structure),Cardiac septum,10746000,anatomical structures
,Bone structure of tarsus (body structure),Bone structure of tarsus,108371006,anatomical structures
